ID,label,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
76,retained,28,73.91682979,1722,293,17,5574.224608,3842.845897,8,6,iPhone
499,retained,11,86.7494013,2723,142,0,5574.447335,2436.845003,17,13,Android
10576,retained,45,122.8978725,2517,0,0,5576.333823,1907.115787,4,4,iPhone
14004,retained,171,205.0379964,2788,15,0,5576.685728,1377.356739,25,20,iPhone
2141,churned,66,120.0077471,793,23,0,5581.142129,2036.166066,5,1,Android
14442,retained,145,286.2817749,2874,0,15,5586.768723,2424.452543,27,22,iPhone
14585,retained,109,317.8304299,2917,0,22,5587.039841,3624.481775,13,13,Android
4541,churned,263,347.609112,1230,168,64,5587.44807,2288.491055,10,7,Android
12763,retained,108,157.7693313,1115,0,0,5588.265559,1795.751131,15,15,iPhone
12401,retained,63,123.1773234,3002,658,0,5588.479604,2202.68928,26,21,iPhone
14923,churned,7,73.09893759,3291,0,211,5589.086808,2122.198317,18,16,iPhone
1577,retained,43,213.7966561,2334,198,30,5589.405387,1685.572162,1,1,iPhone
5858,retained,60,78.78955383,1398,66,160,5589.506012,1193.521029,15,13,iPhone
547,retained,71,210.0662197,2509,0,8,5589.667048,2794.52855,23,20,Android
8956,retained,7,56.19421827,3023,153,0,5589.7107,3711.378158,22,20,Android
11187,churned,21,63.97013961,742,23,8,5592.099916,3252.063427,9,3,iPhone
2069,retained,51,124.3654233,2159,128,0,5592.252585,4311.791466,22,13,Android
8186,retained,109,299.1187874,957,478,83,5592.341328,2030.132456,29,19,iPhone
216,retained,161,215.9992155,2806,86,0,5592.664287,3732.715173,21,15,iPhone
5647,retained,28,115.5209832,2120,36,45,5592.846311,3743.661554,11,10,Android
13127,retained,12,72.93084388,1312,0,43,5593.582636,3565.82275,29,26,iPhone
8705,churned,47,80.15806905,2899,324,39,5593.802149,3105.548754,10,5,Android
3282,retained,16,79.99070382,2982,188,0,5594.031067,3222.02928,2,1,iPhone
5269,retained,22,255.8757782,902,60,20,5595.800973,3878.62001,30,24,Android
6420,churned,8,198.2301705,1573,288,0,5600.009154,662.7694239,21,21,iPhone
8881,retained,19,128.5501015,2198,52,83,5600.650647,4425.326206,23,20,iPhone
14878,retained,47,128.2874123,2731,37,4,5602.26326,1690.01901,26,25,iPhone
12788,retained,120,242.2409114,2544,0,54,5603.175011,1304.930888,21,19,iPhone
14344,retained,31,110.1976823,1952,242,41,5605.871787,1350.550511,8,6,iPhone
10050,retained,68,107.0003628,1766,78,0,5608.03041,697.8861239,10,6,Android
2871,retained,140,251.3057344,906,56,54,5608.277245,3249.373735,20,16,iPhone
10599,retained,14,254.2126658,2745,0,16,5608.754758,1114.197101,10,6,Android
12735,retained,215,330.32196,1625,150,56,5609.504525,2251.693661,20,14,Android
3685,churned,239,385.639262,3496,279,39,5610.74664,4431.180153,2,2,Android
12700,retained,23,194.8502332,1898,181,0,5612.194149,2858.637116,21,12,Android
7365,retained,112,370.0038424,1637,101,0,5612.921361,1359.527286,27,25,iPhone
12816,churned,45,61.50019117,2276,105,0,5613.428123,2783.971353,21,14,iPhone
14419,retained,39,295.5713455,734,112,12,5613.558762,3959.002178,10,10,iPhone
4331,retained,42,356.7277946,1540,96,148,5615.701648,911.5603641,18,14,Android
7855,retained,68,89.0590553,3053,33,0,5615.830392,4477.845207,31,27,iPhone
4321,retained,62,77.01228877,3294,101,29,5618.891408,3550.041787,27,25,iPhone
4387,retained,96,277.3266988,2168,94,73,5619.61608,1515.883754,24,22,iPhone
14234,retained,127,302.27447,1855,1,0,5621.89014,1949.038704,27,25,Android
2527,retained,72,130.4766427,3059,0,0,5622.67624,3205.299285,22,22,iPhone
13003,churned,102,336.7273545,936,111,0,5623.703508,4359.86604,7,7,iPhone
10009,retained,60,261.2157999,1998,7,0,5624.158246,1438.751539,11,4,iPhone
2621,churned,41,208.4088899,1372,568,1,5624.499138,1507.282349,17,15,iPhone
7755,retained,131,168.9719628,915,309,146,5624.540168,2572.704901,15,9,iPhone
4269,retained,13,126.0189222,1851,66,17,5625.349398,2369.703917,22,22,iPhone
2742,retained,10,139.3431554,3325,227,19,5626.800806,3756.394254,14,14,Android
9297,retained,23,502.897672,3149,83,46,5628.567044,3284.774234,27,17,Android
11823,retained,126,315.3870548,3103,0,159,5631.842375,2737.385772,10,6,Android
14347,retained,21,90.38652303,2793,170,18,5633.943919,2562.605644,5,4,Android
6239,retained,294,355.8501079,2260,111,0,5634.078538,1675.696401,8,8,iPhone
11769,retained,4,116.8986956,997,483,29,5635.467681,2049.667342,24,21,iPhone
9875,retained,197,340.6028304,1951,223,0,5635.980721,749.4759589,27,22,iPhone
7058,retained,126,176.5726108,1725,165,0,5636.083494,1463.819235,12,8,iPhone
12561,churned,80,364.8706225,1916,452,53,5636.558493,2079.28547,8,5,iPhone
12131,retained,11,204.5105415,2922,47,30,5637.631252,3418.640159,25,20,iPhone
3925,retained,51,358.1401194,1109,0,86,5641.128813,2588.330726,17,13,iPhone
7229,retained,57,88.05006009,2276,0,21,5642.789231,2446.262964,28,18,Android
6725,retained,17,51.59102871,763,46,0,5644.477253,511.0535115,21,17,Android
11166,retained,83,105.6461838,2847,186,27,5646.768641,4449.814635,20,12,iPhone
10261,retained,26,233.2907911,2460,23,0,5647.603265,2124.787065,5,3,iPhone
3836,retained,125,174.4106606,2479,9,0,5649.052315,3227.350717,10,4,iPhone
4602,retained,25,108.630872,814,178,27,5652.287416,3863.069056,13,11,Android
2285,retained,155,569.315384,2565,91,68,5652.980904,2245.35704,13,9,iPhone
657,retained,52,96.13305227,1071,1,78,5654.637929,4414.822026,30,28,iPhone
10127,retained,43,239.1503533,1721,138,101,5656.442194,1280.857052,5,5,Android
7572,retained,31,218.2036924,1112,400,35,5657.760911,4193.137638,29,26,iPhone
13354,retained,45,243.720232,1480,0,35,5657.864872,4660.502879,13,12,Android
2530,retained,112,150.1096055,2877,129,83,5658.35676,3414.592314,29,19,iPhone
13399,retained,50,116.3423633,1376,89,0,5658.523998,3172.653509,12,12,Android
12226,churned,14,232.1813788,3107,183,9,5660.43503,3262.683284,6,5,iPhone
7838,retained,60,188.4945572,3227,3,0,5661.528371,1681.144559,25,21,iPhone
6223,retained,197,248.6683484,2127,0,0,5663.742753,3353.772319,17,14,iPhone
13339,retained,7,59.09784374,2930,6,71,5665.992019,3192.431095,29,21,iPhone
6032,retained,34,540.6297633,922,0,0,5666.225562,2404.829879,26,17,Android
2813,retained,98,177.1599117,1229,8,0,5666.499909,670.634755,29,25,iPhone
1361,retained,31,85.47528865,802,72,9,5667.12034,2394.498592,28,19,iPhone
12083,churned,48,113.3663077,1178,53,0,5669.311853,3310.25797,11,9,iPhone
2903,retained,71,158.0093487,2955,173,1,5669.315202,2546.256068,30,23,iPhone
3010,retained,92,121.6432052,2827,0,0,5669.520984,2404.439939,10,8,Android
12223,churned,23,184.2038711,1692,103,0,5670.506855,3051.925762,8,8,Android
7946,retained,63,110.3018055,2754,137,9,5671.419109,130.752251,29,21,Android
4089,retained,29,140.5158458,2998,95,93,5672.709206,917.0124872,25,20,iPhone
1638,retained,74,144.8878683,2960,151,59,5673.716202,3762.074703,31,29,iPhone
12354,retained,110,242.5640682,3498,43,77,5674.510017,4472.844329,5,4,iPhone
1964,churned,34,123.0406374,3194,0,0,5675.028347,1531.629986,21,19,iPhone
1270,retained,62,377.1707105,796,2,0,5676.004256,2757.597093,8,5,iPhone
14430,retained,122,154.2572659,3171,77,0,5676.027645,3733.440923,4,2,Android
73,retained,81,210.6642815,1189,0,68,5678.087584,1924.068701,29,22,iPhone
1483,retained,226,321.8373772,1644,0,82,5679.310188,3116.61474,30,28,iPhone
4203,retained,41,106.9712857,787,0,59,5679.830903,2638.017094,11,8,Android
9654,retained,58,241.0415286,2435,340,13,5679.875642,1315.341404,3,2,iPhone
580,retained,10,337.8070809,1285,0,82,5680.209326,3153.870332,25,19,iPhone
3754,retained,5,208.9792407,2585,425,9,5687.427968,4669.685884,30,29,iPhone
901,retained,13,93.80302944,2412,249,58,5687.61139,2656.832711,14,9,iPhone
11827,churned,114,522.2907403,2246,496,0,5689.521871,3666.496532,23,21,Android
11957,retained,384,586.0326738,3001,191,91,5690.089192,2704.097733,17,9,iPhone
1866,retained,8,130.2686761,1670,31,0,5690.271896,2591.412119,7,6,Android
13059,retained,134,338.3806134,919,15,1,5690.306804,3242.338558,2,2,Android
1844,churned,142,324.5788112,2376,46,58,5691.092678,2190.249231,12,9,iPhone
12089,retained,99,239.1103347,1231,316,0,5691.397865,4238.914879,5,2,Android
7766,churned,44,56.16875399,857,120,0,5691.4913,1171.8296,17,17,Android
6636,retained,160,296.6478562,3323,14,0,5692.449185,4211.282368,9,9,iPhone
5899,retained,12,163.5240142,963,0,59,5694.315293,602.5629962,29,20,iPhone
9755,retained,27,83.06191341,2076,0,0,5697.238249,2366.314808,28,22,iPhone
2486,retained,61,76.65761693,2620,0,0,5698.162168,2753.27383,15,9,iPhone
10505,retained,171,393.5259143,2050,142,14,5698.386927,2385.300148,17,9,iPhone
10257,retained,138,179.8391565,1755,186,34,5702.499974,789.7109226,9,6,iPhone
6876,churned,22,140.9045724,1506,205,62,5703.523952,4593.753254,15,7,Android
1152,retained,53,221.9743104,2010,168,2,5703.677106,1982.82985,6,2,iPhone
2896,retained,102,244.4658214,1094,420,108,5704.192716,2020.957426,11,4,Android
1774,retained,14,72.67082571,3342,224,88,5704.340329,271.0663289,27,20,iPhone
5216,retained,56,83.13472799,993,0,26,5705.597651,2881.492313,17,9,Android
9819,retained,118,176.5972231,2254,38,0,5706.570024,4102.624265,24,16,Android
13487,retained,7,125.6494753,2703,90,0,5707.415792,3331.100517,22,15,iPhone
672,churned,89,127.6082369,3252,0,107,5710.180621,4748.803193,7,7,iPhone
5600,churned,64,161.7746876,1975,0,25,5710.443898,1092.625194,10,10,iPhone
1115,retained,10,65.29038484,2379,379,104,5710.546998,1476.784496,1,1,Android
4531,retained,107,153.2962363,1559,6,0,5710.689045,1151.958625,28,18,Android
2629,retained,2,151.7307976,2745,91,0,5711.371932,3203.334827,1,1,iPhone
5965,churned,261,364.1657953,2258,106,0,5712.650891,2382.942615,10,5,iPhone
8067,retained,30,80.07677148,2245,0,0,5714.160669,4132.347948,19,17,Android
5531,retained,75,96.78900545,1144,288,73,5714.637562,4214.558103,20,17,Android
13657,retained,209,272.8750459,2555,0,7,5714.791439,2023.935445,28,22,Android
6733,churned,11,574.9978474,1943,161,57,5717.751458,3589.225581,2,2,iPhone
11154,retained,86,192.2396391,1777,123,46,5718.421277,895.094969,11,11,iPhone
11007,churned,31,99.66677481,1967,0,0,5718.659673,3058.630741,7,7,Android
14528,retained,81,386.9653963,1079,175,11,5720.259353,3393.751212,13,7,iPhone
4496,retained,29,101.4033802,3264,98,0,5721.301963,2837.885984,18,15,iPhone
6315,churned,44,274.9157671,2818,0,0,5721.653581,3917.185003,23,19,iPhone
14364,churned,64,138.9505764,3084,9,134,5721.970723,2169.314301,4,4,iPhone
11082,retained,202,293.7778593,2795,73,0,5724.417216,3574.644707,13,7,iPhone
7166,retained,30,62.84272498,987,79,0,5725.334409,347.665294,25,21,iPhone
6799,churned,193,514.6295525,1638,204,84,5725.431359,2518.525892,4,3,iPhone
1012,retained,102,512.1424741,2041,13,0,5728.83173,1304.69119,22,15,iPhone
9652,churned,105,290.2146777,3318,31,0,5730.325436,3228.488698,11,5,Android
13223,retained,4,73.59043419,2217,335,15,5730.422491,4594.622779,19,18,Android
9359,retained,115,231.1895361,3412,99,0,5730.803225,2070.630227,24,20,iPhone
5535,retained,5,243.2856143,2288,0,84,5731.301498,1134.838805,20,15,Android
3213,retained,7,177.4938173,2855,283,0,5731.385234,2712.024739,29,18,Android
140,retained,140,245.7357075,2808,145,27,5732.235928,1978.80378,3,3,iPhone
7395,retained,24,164.2963297,1596,7,0,5734.346978,3270.195449,16,16,iPhone
11909,churned,152,260.6947806,1914,187,17,5736.386894,2061.371885,6,3,iPhone
4418,churned,64,145.6459327,2818,45,0,5736.949134,2206.87145,3,2,Android
9523,retained,131,245.3689493,2035,184,70,5737.454437,982.0776271,27,26,iPhone
868,retained,31,114.9249669,3411,38,0,5737.78461,2727.943421,23,16,iPhone
11618,retained,36,183.9026493,3484,113,48,5737.932155,3051.399425,5,5,iPhone
1821,retained,69,332.7596343,1910,0,24,5738.296812,662.6026339,9,6,iPhone
10628,retained,194,426.8250182,1305,0,0,5738.64469,4660.140298,22,18,Android
12244,retained,56,248.9457963,1081,186,64,5740.223832,4750.329262,16,11,Android
10870,retained,193,260.7071319,3153,24,20,5744.851649,2296.292604,8,3,iPhone
8536,retained,92,118.7254072,753,193,24,5746.18641,4554.111265,2,1,iPhone
13001,retained,64,122.2501513,1910,0,0,5747.327806,4769.932794,5,5,iPhone
326,retained,119,162.9621574,1951,109,76,5748.899994,2328.054662,17,17,iPhone
6977,retained,53,162.2076202,1831,0,0,5749.039417,4208.737104,19,17,iPhone
3551,retained,31,504.2223162,2843,83,0,5749.397779,1977.264181,22,17,iPhone
8842,retained,84,244.4930174,1594,19,0,5750.738903,3531.130578,2,2,iPhone
4453,retained,16,124.7771706,2399,0,0,5751.242567,510.8915617,21,20,Android
623,retained,14,104.8790121,1891,12,0,5752.117395,842.1054453,3,2,iPhone
13493,retained,15,81.83950191,3363,72,129,5753.371172,1506.564202,30,22,Android
14509,churned,9,240.5095093,3064,146,44,5754.391718,4488.03202,26,23,Android
11464,retained,70,256.9395831,1414,497,0,5757.28305,2737.049953,31,25,iPhone
4753,retained,257,397.1408185,1331,0,117,5759.533927,3885.497471,11,9,iPhone
1739,retained,193,248.9173789,1112,82,36,5759.86329,2075.883437,29,26,iPhone
1715,retained,27,81.16729441,1933,0,133,5760.320305,1703.567411,19,12,iPhone
9626,retained,46,98.03882386,1138,69,0,5761.101116,4284.337636,14,7,Android
14678,retained,38,232.4639262,1273,611,66,5761.181935,1169.340367,2,1,iPhone
14408,retained,110,359.0768093,3476,0,0,5761.809716,710.7241353,31,26,Android
10389,retained,42,247.4771838,2155,0,0,5763.128957,2286.009776,7,1,iPhone
4916,retained,35,184.3080683,1760,62,90,5765.079663,288.9214233,11,11,iPhone
8725,retained,41,218.8730434,1993,28,15,5765.519626,1726.187066,7,7,Android
11707,retained,33,269.2661813,2904,687,0,5769.081856,3205.434764,26,17,Android
10270,retained,286,434.5549301,1448,118,0,5769.411468,4762.036347,12,12,Android
6663,retained,45,62.71676794,3454,73,44,5772.168702,1920.848499,26,21,iPhone
10575,retained,27,143.5154486,1407,0,2,5772.647961,1526.375073,10,5,iPhone
10549,retained,59,149.659789,3090,337,15,5773.927578,1798.847812,22,18,iPhone
7160,retained,72,192.1144533,3458,331,0,5774.296953,283.4243052,21,14,Android
8979,retained,25,145.7525825,1070,20,0,5774.596813,4444.164646,25,18,iPhone
7270,retained,2,180.2515116,3040,250,0,5774.635323,4281.775117,24,24,iPhone
14643,retained,64,301.8846123,2547,146,41,5777.104336,1109.916677,28,20,Android
12521,retained,39,162.6602962,1536,323,78,5778.550532,4337.587281,29,20,iPhone
7037,retained,126,222.6605577,1148,90,42,5778.782771,1740.057302,21,21,Android
7860,retained,136,167.3007088,3481,159,0,5785.182294,3625.536418,27,21,iPhone
13654,retained,132,420.3298156,2740,44,81,5785.670557,3954.150589,8,4,iPhone
6441,churned,86,131.6964297,3450,0,14,5786.764383,2402.232096,30,25,iPhone
8516,retained,339,533.632807,1578,268,93,5786.776221,2958.661469,8,3,Android
8260,retained,23,197.1886734,1698,63,0,5788.791244,3360.120933,24,23,Android
3467,retained,27,83.13509524,3182,0,22,5793.777989,1391.86208,21,20,iPhone
8577,retained,78,116.8789671,1121,76,14,5794.639865,4098.424964,28,22,iPhone
277,retained,61,114.7379542,1065,19,0,5795.613873,4479.103775,22,17,Android
3047,retained,71,209.7102994,1259,298,0,5796.661764,3694.157629,2,2,iPhone
234,retained,46,55.92225593,1918,25,9,5799.5886,905.8854373,3,3,iPhone
3019,retained,134,169.5289162,2542,340,36,5802.143219,2829.05933,7,4,iPhone
3744,retained,38,131.0131976,2058,311,7,5806.035976,826.4370983,14,14,iPhone
13700,retained,116,171.4629362,1963,38,0,5806.16772,773.409437,15,7,Android
3297,churned,10,100.52971,2287,14,0,5809.200266,3902.467755,7,6,Android
8162,retained,185,322.1794741,2550,0,103,5810.042918,2823.044065,21,14,Android
13378,retained,11,134.9153223,2761,366,0,5810.512994,4019.044348,16,16,iPhone
3256,retained,126,415.689125,1848,19,14,5811.872939,865.3236098,20,14,Android
2938,retained,7,80.41773529,3036,72,64,5812.983526,2973.028452,12,10,iPhone
10907,retained,127,345.7788125,3139,7,0,5817.38831,3438.617689,29,23,iPhone
14100,retained,8,435.9292238,2806,58,71,5818.952503,2327.10106,26,24,iPhone
12780,retained,51,201.3131139,2540,49,0,5822.80305,1489.870102,24,23,iPhone
5618,retained,138,222.5338218,1136,113,0,5825.397602,4449.981711,14,8,iPhone
8884,retained,41,92.58088788,3235,154,15,5825.401229,3853.456521,1,1,iPhone
3452,retained,59,70.88611975,799,20,0,5826.643534,3756.476829,22,15,iPhone
2164,retained,76,175.0969733,2478,138,0,5828.353733,1066.875586,13,7,iPhone
14135,retained,22,348.6910934,2754,437,0,5829.02711,3426.702812,2,2,Android
963,retained,155,343.4435674,995,71,34,5831.066649,3793.837023,30,24,iPhone
5029,retained,59,359.1468655,1942,323,21,5832.800397,2014.249596,10,8,Android
9420,churned,31,115.98625,2469,60,0,5835.463097,1896.488771,10,4,iPhone
9760,retained,70,124.0428848,1370,9,115,5835.679449,3558.989353,15,7,Android
8023,retained,88,144.7298298,1023,0,144,5836.301996,2556.382126,29,26,iPhone
9025,churned,14,187.6381126,1948,303,0,5836.838614,1410.018676,18,10,iPhone
13228,retained,100,681.4317897,1947,86,0,5836.984667,2303.808444,17,15,iPhone
2918,retained,52,122.2798498,2592,370,193,5839.863175,4820.116469,9,9,iPhone
4973,retained,103,141.1828994,2488,344,0,5841.20037,1291.702454,30,19,iPhone
5581,retained,123,154.5975729,2253,0,135,5843.657987,3435.752203,15,13,iPhone
1842,churned,62,176.1766569,2744,0,131,5844.385357,1769.779098,1,1,iPhone
5469,retained,7,573.4370573,2212,94,0,5845.428033,3666.769987,27,26,Android
5889,retained,118,257.105775,1945,595,44,5845.439078,4568.217196,7,7,iPhone
13349,churned,55,148.3026355,848,62,23,5846.448315,1345.945853,18,11,iPhone
10709,retained,28,108.3551708,2994,117,0,5847.542868,383.2379676,9,9,iPhone
7218,retained,17,269.8151506,3201,195,36,5849.012224,3324.681081,26,23,iPhone
11868,retained,18,64.47442553,1432,26,14,5849.147837,4074.982486,28,18,iPhone
2301,retained,6,59.58672078,1892,198,81,5850.703782,2420.561116,16,12,iPhone
14783,retained,19,182.8822588,3336,33,0,5854.760651,1963.505415,25,15,Android
7604,retained,86,321.2429285,3237,474,4,5854.882038,4053.823952,21,13,iPhone
11009,retained,34,605.8889782,940,17,66,5856.042255,2342.978102,9,5,iPhone
12567,retained,66,85.87508739,2825,112,22,5856.106648,1152.965297,23,18,iPhone
995,churned,12,219.7628713,1637,197,5,5856.804293,3569.736459,4,2,iPhone
9477,churned,88,165.9086217,2414,0,32,5856.913697,1768.286281,2,2,iPhone
13484,churned,28,50.86045251,1244,279,0,5858.917932,4579.401285,15,10,iPhone
12147,churned,47,107.2169512,1457,484,28,5860.07472,4835.084108,5,4,iPhone
14243,retained,121,303.978086,1613,261,0,5860.459071,3035.994277,20,13,Android
1135,retained,58,184.1429672,3471,2,30,5862.858113,3802.049061,26,16,Android
6002,retained,20,188.1769445,3284,40,6,5863.963814,1708.329715,31,25,Android
10530,retained,71,218.6500567,2376,15,301,5864.713858,3531.473547,11,11,Android
9634,retained,8,95.67802745,2292,289,71,5864.832672,1221.529633,5,3,Android
5191,retained,42,98.98546457,3113,97,0,5869.843982,4097.929986,21,13,Android
1545,churned,147,284.1027789,2362,114,16,5872.983015,3139.877529,5,5,Android
8462,churned,136,181.0936832,3228,29,41,5875.198777,2840.376208,17,13,Android
14067,retained,7,65.63198392,3253,28,90,5877.646018,2397.862588,7,2,iPhone
12466,retained,59,124.3232396,1753,199,0,5877.997568,4784.33908,29,19,Android
13814,churned,32,143.2450825,3053,0,42,5879.511868,431.1169531,26,17,iPhone
13873,retained,50,96.74594158,990,132,23,5882.307085,2742.719821,24,19,iPhone
6443,retained,134,168.8597615,3436,0,32,5886.083714,2967.72225,23,19,iPhone
3470,churned,59,135.0671761,1092,42,0,5887.918233,3109.982946,4,3,iPhone
10615,churned,41,91.70076358,1370,134,0,5889.074124,2925.755645,9,9,iPhone
11250,retained,33,96.06979566,1729,0,0,5890.354073,3732.168093,17,15,Android
13944,retained,117,179.465697,860,62,0,5890.737656,3137.83176,1,1,iPhone
7808,churned,18,72.79786772,2901,72,9,5890.820211,2146.071893,5,3,Android
6462,retained,100,702.2950752,2552,46,30,5891.387562,1711.510314,1,1,iPhone
12322,retained,9,56.93992094,2533,28,49,5891.797851,607.4175223,1,1,Android
5799,retained,220,328.5363446,1442,447,46,5893.79729,3641.432809,26,23,Android
7202,retained,2,72.46968405,3149,32,0,5896.190918,1851.538823,11,5,iPhone
3392,retained,23,56.06254254,941,126,0,5896.259216,1761.349069,28,18,Android
2986,retained,40,116.8826274,2037,82,7,5896.259813,1102.711463,24,15,iPhone
13558,churned,98,317.303486,2397,246,69,5896.960407,3901.859684,3,3,iPhone
7628,churned,26,110.0872145,2199,308,22,5897.393548,1279.80807,8,3,Android
12819,retained,3,201.9986247,2807,38,17,5898.78997,3761.513819,7,3,iPhone
708,retained,19,52.4646532,1239,40,0,5900.020527,3676.129368,25,17,iPhone
7383,retained,158,235.4701627,1302,180,0,5900.138041,2293.214233,19,19,iPhone
5454,retained,135,284.3551685,2566,0,0,5902.518937,4697.663454,19,14,Android
4473,retained,20,214.7140569,2604,6,12,5903.676363,1547.84036,16,15,iPhone
9950,retained,62,205.336878,1603,322,3,5903.834528,2839.31708,28,18,Android
8670,retained,19,182.5581857,2749,222,0,5904.724578,2287.150843,20,16,Android
10837,retained,8,107.2603798,3011,0,0,5904.954473,3939.567794,25,22,iPhone
3979,churned,65,287.0822392,3253,205,39,5905.630108,3800.937374,8,8,Android
9189,retained,22,224.5537847,3456,368,0,5911.304579,2665.158022,4,4,iPhone
6167,retained,15,105.2421193,835,0,0,5911.414317,449.837706,19,11,iPhone
9631,retained,35,115.4421699,1582,30,0,5912.968895,1476.301848,12,12,iPhone
2721,retained,181,220.9574434,3115,47,0,5914.676836,4726.69097,18,12,iPhone
13240,churned,280,693.2787571,1179,39,75,5915.35659,2345.375155,6,2,iPhone
3377,retained,43,102.4480941,1588,142,54,5916.973338,1414.699759,23,19,Android
7346,retained,115,380.5587925,2320,11,18,5918.537546,2581.137718,21,21,Android
2103,retained,6,223.9909746,1071,301,0,5920.376717,4625.570186,13,13,Android
4969,retained,79,178.6229566,2775,70,60,5920.856938,4916.047772,29,19,iPhone
13042,retained,52,114.1295632,1442,39,1,5922.226352,199.6544307,17,16,Android
2104,retained,105,280.9934891,3181,0,0,5923.289611,379.481995,23,16,Android
8255,churned,7,274.6173217,2237,0,47,5924.458303,2936.954136,3,3,Android
12761,churned,335,678.0165212,2780,44,12,5924.543085,3369.990846,13,12,iPhone
1867,retained,11,106.3208373,1630,220,53,5926.473426,2306.734964,12,12,iPhone
13465,retained,176,245.5062912,2427,0,0,5927.737697,1407.108295,12,12,iPhone
3405,retained,20,242.0943059,2520,27,50,5928.586415,3806.008148,28,24,iPhone
1274,retained,19,50.44983002,2600,0,23,5929.12794,2515.512989,26,19,Android
9105,retained,32,206.0352649,2736,0,0,5930.240397,3472.796001,25,23,iPhone
5617,retained,55,77.05302783,3152,0,94,5930.585398,1054.878014,31,25,iPhone
1520,retained,45,189.8979299,1232,57,0,5933.675519,2313.476085,8,1,Android
6221,retained,115,150.66248,2800,218,81,5933.758293,3589.67511,31,27,iPhone
8691,retained,15,169.2435254,1870,196,89,5934.012544,1922.371911,25,23,Android
9454,retained,34,264.3973295,3264,39,19,5935.48286,4607.471073,12,5,iPhone
10582,retained,47,184.8851696,2762,86,17,5935.691756,2046.386183,28,23,Android
10255,retained,28,109.4305644,2803,79,46,5936.626394,2294.237362,25,22,iPhone
11892,retained,95,171.9544809,2173,7,0,5938.241978,1462.64908,29,24,iPhone
1016,retained,57,115.7385639,3274,0,0,5940.542016,4246.144286,8,8,Android
7523,retained,24,233.4397905,3490,73,55,5940.687632,3644.011757,8,8,Android
14143,retained,32,105.9161129,2583,0,18,5940.786255,4119.453734,5,5,iPhone
14480,retained,96,135.0366,3438,0,39,5942.792686,3251.400089,8,7,iPhone
14459,retained,143,186.486991,752,150,11,5942.992941,3944.356747,9,3,iPhone
10103,retained,91,220.0476611,2976,393,0,5945.523334,2956.617729,25,17,iPhone
11158,churned,74,101.5343869,2456,226,19,5946.345364,4068.777614,1,1,iPhone
2507,retained,42,74.56216895,1789,204,37,5946.384011,1110.976081,15,12,iPhone
7681,retained,32,55.43969651,2519,54,98,5948.925032,1363.511745,19,11,Android
11664,retained,35,190.3593184,1147,297,75,5950.007804,3244.120764,18,10,iPhone
6351,retained,28,105.8459005,2156,0,6,5952.694483,4186.130229,19,16,Android
6825,retained,14,58.54106589,2225,13,35,5954.779485,4463.243141,23,20,Android
2940,retained,18,55.32084596,3348,436,36,5954.938715,4098.557076,22,13,iPhone
6126,retained,148,236.7009921,2355,26,0,5955.341889,1845.202205,10,4,Android
7487,retained,13,55.51021426,1370,173,30,5955.728753,1827.924087,11,5,Android
662,retained,156,199.3786095,974,366,0,5959.271588,1987.534629,8,1,iPhone
3639,retained,114,237.9762852,1569,60,76,5963.015429,3524.121186,6,4,Android
9613,retained,41,121.0491332,2302,0,76,5964.348307,4302.013555,9,3,Android
14952,churned,111,155.427463,2720,93,0,5966.377728,3938.3975,3,3,Android
856,retained,21,151.5378354,1423,0,0,5972.746457,2826.397155,17,9,iPhone
4599,retained,71,210.9995885,1300,25,14,5972.983261,3389.88336,6,6,iPhone
9263,retained,28,161.5754119,3089,19,0,5975.226463,2573.112542,16,16,iPhone
10800,retained,10,254.2740504,3172,53,129,5975.455457,794.2555018,21,19,iPhone
904,retained,92,174.1205529,3232,11,61,5976.273684,4113.871634,18,13,Android
13872,retained,67,137.7250441,3462,16,3,5977.470521,4239.444217,2,2,Android
9591,retained,87,153.5977823,996,0,18,5978.913289,4020.426799,29,26,Android
12497,retained,23,58.32013956,1031,28,0,5979.516624,858.7829744,14,14,iPhone
4741,retained,51,123.5059012,3459,104,0,5981.413026,712.9864058,17,16,iPhone
8768,churned,37,89.33088546,1115,228,0,5983.728905,3103.981125,6,6,iPhone
7367,retained,54,170.6040143,2902,208,4,5984.748345,4119.337106,14,11,iPhone
3958,retained,76,173.2819403,2295,0,96,5985.876256,2646.077873,6,6,Android
826,retained,56,262.7826,3256,62,0,5986.997818,3556.919018,29,26,Android
12807,retained,238,338.2397448,3017,99,12,5990.892509,3820.679902,21,14,Android
6718,retained,38,140.1596487,2552,35,42,5993.00355,4659.179395,29,25,iPhone
13860,retained,49,224.3287143,1381,226,91,5993.659806,1992.387587,31,26,iPhone
1568,retained,19,321.221688,1373,0,0,5993.671051,1701.62177,6,6,Android
7513,retained,6,50.69706841,3187,113,6,5994.351517,3669.204746,13,9,Android
8831,retained,63,113.9923747,2359,33,88,5996.046714,4147.157038,5,5,iPhone
3423,retained,169,263.8527718,1857,14,37,5996.644319,1669.519117,24,22,Android
3141,retained,46,175.6240217,3115,156,0,5998.307561,2550.087461,9,5,Android
7469,retained,42,129.8793517,2586,100,22,5998.759174,4654.461672,19,14,Android
